Game Title,User Rating,Age Group Targeted,Price,Platform,Requires Special Device,Developer,Publisher,Release Year,Genre,Multiplayer,Game Length (Hours),Graphics Quality,Soundtrack Quality,Story Quality,User Review Text,Game Mode,Min Number of Players
"Minecraft,17.7,All Ages,27.99,Xbox,No,Rockstar Games,Square Enix,2015,Action,No,6.4,High,Good,Excellent,""Solid game, but the gameplay is amazing."",Online,3"
"Super Mario Odyssey,23.4,Adults,24.82,Xbox,Yes,Game Freak,Valve,2012,Action,Yes,39.1,High,Average,Good,""Solid game, but the graphics could be better."",Offline,2"
"Rocket League,39.6,Kids,49.83,Nintendo Switch,No,Capcom,Take-Two Interactive,2013,Strategy,No,48.2,High,Average,Poor,""Great game, but the gameplay is amazing."",Offline,6"
"Ghost of Tsushima,25.5,Adults,31.95,Mobile,Yes,Nintendo,Activision,2021,Party,Yes,32.9,Low,Excellent,Average,""Amazing game, but the gameplay is amazing."",Offline,8"
"FIFA 24,28.1,Kids,35.66,PlayStation,Yes,Game Freak,Activision,2012,Fighting,No,32.2,Ultra,Excellent,Excellent,""Amazing game, but too many bugs."",Offline,4"
"Sid Meier�۪s Civilization VI,28.0,All Ages,31.86,Nintendo Switch,No,Innersloth,Valve,2013,RPG,No,46.6,High,Average,Poor,""Disappointing game, but too many bugs."",Online,8"
"Stardew Valley,21.7,Teens,30.8,PC,No,Game Freak,Electronic Arts,2023,Strategy,Yes,26.8,Medium,Average,Good,""Amazing game, but the gameplay is amazing."",Online,5"
"Tetris,21.4,All Ages,28.17,Mobile,Yes,Rockstar Games,Nintendo,2010,Simulation,No,30.7,Medium,Excellent,Excellent,""Disappointing game, but the graphics could be better."",Offline,8"
"Bioshock Infinite,28.2,Kids,47.47,Nintendo Switch,Yes,EA Sports,Take-Two Interactive,2012,Simulation,No,10.0,Ultra,Excellent,Good,""Amazing game, but the gameplay is amazing."",Online,1"
"Red Dead Redemption 2,24.9,Adults,29.02,PC,Yes,Capcom,Valve,2014,Puzzle,No,28.9,High,Average,Excellent,""Solid game, but too many bugs."",Online,2"
"Minecraft,48.7,Teens,57.85,PC,No,CD Projekt Red,Activision,2017,Adventure,Yes,59.8,Ultra,Poor,Good,""Disappointing game, but too many bugs."",Offline,5"
"Tekken 7,39.9,Teens,57.74,Nintendo Switch,Yes,Innersloth,Electronic Arts,2022,RPG,No,32.1,Medium,Average,Good,""Solid game, but the graphics could be better."",Offline,2"
"Stardew Valley,35.3,Kids,40.27,Xbox,Yes,Game Freak,Square Enix,2014,Sports,Yes,45.3,Medium,Excellent,Average,""Great game, but the gameplay is amazing."",Offline,6"
"Bioshock Infinite,35.7,Teens,55.54,Xbox,Yes,EA Sports,Take-Two Interactive,2021,Simulation,No,24.5,Medium,Poor,Poor,""Solid game, but the graphics could be better."",Offline,10"
"The Elder Scrolls V: Skyrim,25.1,Teens,21.38,Xbox,No,Bungie,Epic Games,2017,Strategy,Yes,44.2,Low,Poor,Good,""Great game, but the gameplay is amazing."",Online,1"
"Super Mario Odyssey,23.4,Teens,45.31,Nintendo Switch,No,CD Projekt Red,Innersloth,2021,Sports,Yes,5.4,High,Poor,Excellent,""Solid game, but the graphics could be better."",Online,6"
"Hades,26.5,Teens,36.38,Mobile,No,Epic Games,Epic Games,2021,Party,Yes,25.7,High,Poor,Excellent,""Great game, but the gameplay is amazing."",Offline,6"
"Kingdom Hearts III,18.1,Kids,23.44,Xbox,Yes,Game Freak,Activision,2016,Fighting,Yes,16.6,Low,Average,Excellent,""Amazing game, but too many bugs."",Online,8"
"Minecraft,28.5,Kids,34.27,Nintendo Switch,No,EA Sports,Epic Games,2021,Strategy,No,36.6,Medium,Poor,Excellent,""Solid game, but the graphics could be better."",Offline,2"
"Counter-Strike: Global Offensive,30.1,Adults,46.49,Mobile,No,Bungie,Capcom,2012,Strategy,No,20.1,Low,Average,Excellent,""Great game, but too many bugs."",Offline,3"
"The Elder Scrolls V: Skyrim,36.8,All Ages,42.14,PlayStation,Yes,Rockstar Games,Activision,2023,Fighting,Yes,50.6,Medium,Poor,Good,""Great game, but too many bugs."",Online,7"
"Street Fighter V,21.7,All Ages,25.03,PlayStation,No,Innersloth,Capcom,2022,Strategy,Yes,26.4,High,Good,Average,""Disappointing game, but the gameplay is amazing."",Online,1"
"Street Fighter V,44.2,Teens,58.23,Nintendo Switch,No,Bungie,Take-Two Interactive,2011,Strategy,Yes,51.6,Medium,Poor,Poor,""Great game, but the gameplay is amazing."",Offline,10"
"Counter-Strike: Global Offensive,42.7,Adults,51.39,Nintendo Switch,No,Bungie,Innersloth,2012,Simulation,No,50.1,Low,Excellent,Excellent,""Amazing game, but the graphics could be better."",Offline,10"
"The Sims 4,34.5,Kids,54.07,PlayStation,No,Capcom,Activision,2013,Simulation,Yes,27.7,Medium,Good,Average,""Solid game, but the gameplay is amazing."",Online,5"
"Hades,42.3,All Ages,54.08,PC,Yes,Game Freak,Capcom,2015,Simulation,Yes,52.4,Medium,Average,Good,""Great game, but too many bugs."",Offline,8"
"The Legend of Zelda: Breath of the Wild,44.0,All Ages,54.99,Nintendo Switch,No,EA Sports,Capcom,2019,Shooter,Yes,51.3,Ultra,Good,Poor,""Solid game, but the graphics could be better."",Offline,2"
"Tekken 7,28.8,Adults,41.12,PlayStation,No,Game Freak,Capcom,2014,Sports,Yes,27.4,High,Excellent,Average,""Disappointing game, but the gameplay is amazing."",Online,1"
"The Witcher 3: Wild Hunt,35.2,Kids,40.67,PlayStation,No,Innersloth,Capcom,2012,Strategy,Yes,51.4,Low,Good,Poor,""Solid game, but the graphics could be better."",Offline,10"
"Portal 2,19.6,All Ages,26.47,PC,Yes,Nintendo,Square Enix,2017,Action,Yes,24.2,High,Average,Average,""Amazing game, but too many bugs."",Offline,4"
"Red Dead Redemption 2,34.1,Adults,36.63,Xbox,Yes,Valve,Electronic Arts,2011,Puzzle,No,49.0,Medium,Poor,Poor,""Disappointing game, but too many bugs."",Offline,8"
"Tetris,42.8,Adults,53.54,Xbox,No,Valve,Nintendo,2018,Shooter,No,54.5,High,Poor,Poor,""Great game, but the graphics could be better."",Online,5"
"Half-Life: Alyx,29.5,Adults,42.4,Xbox,Yes,Capcom,Square Enix,2016,Shooter,No,33.5,Low,Excellent,Average,""Solid game, but the graphics could be better."",Online,1"
"Super Smash Bros. Ultimate,32.2,Teens,48.91,PlayStation,Yes,Capcom,Activision,2017,Shooter,No,28.7,Low,Average,Excellent,""Solid game, but the gameplay is amazing."",Offline,2"
"Fortnite,28.4,Teens,42.36,PlayStation,Yes,Valve,Innersloth,2020,Simulation,Yes,18.0,Low,Average,Excellent,""Disappointing game, but too many bugs."",Online,1"
"Overwatch 2,26.4,Adults,23.46,PlayStation,Yes,CD Projekt Red,Valve,2017,Simulation,No,44.4,Medium,Poor,Average,""Great game, but the gameplay is amazing."",Online,2"
"The Sims 4,39.2,Adults,50.97,PC,Yes,Innersloth,Innersloth,2011,Fighting,Yes,47.4,Low,Excellent,Good,""Amazing game, but the gameplay is amazing."",Offline,4"
"Fortnite,41.1,Adults,53.4,Mobile,No,EA Sports,Take-Two Interactive,2020,RPG,No,43.2,High,Good,Poor,""Great game, but the gameplay is amazing."",Offline,7"
"Tomb Raider (2013),20.2,Kids,31.07,Xbox,No,CD Projekt Red,Activision,2021,Strategy,No,22.1,Ultra,Average,Poor,""Disappointing game, but the gameplay is amazing."",Offline,6"
"Tomb Raider (2013),21.3,Teens,34.06,PlayStation,No,Valve,Electronic Arts,2023,Simulation,Yes,12.7,Low,Average,Average,""Amazing game, but the graphics could be better."",Offline,3"
"Half-Life: Alyx,32.1,Adults,40.15,PC,No,Valve,Square Enix,2010,Strategy,Yes,36.3,Low,Excellent,Poor,""Great game, but the gameplay is amazing."",Online,7"
"Spelunky 2,30.2,Adults,35.25,Xbox,Yes,Innersloth,Square Enix,2021,Action,No,43.0,Medium,Good,Poor,""Great game, but too many bugs."",Offline,10"
"Stardew Valley,31.6,Kids,43.41,Nintendo Switch,Yes,Game Freak,Epic Games,2017,Fighting,No,28.2,High,Excellent,Good,""Great game, but too many bugs."",Offline,1"
"Pillars of Eternity II: Deadfire,41.6,Adults,54.48,Nintendo Switch,Yes,Rockstar Games,Innersloth,2019,Party,Yes,45.6,High,Excellent,Poor,""Amazing game, but the gameplay is amazing."",Offline,10"
"Among Us,33.4,All Ages,41.99,PC,Yes,Valve,Capcom,2023,Party,Yes,43.5,Ultra,Poor,Poor,""Disappointing game, but the graphics could be better."",Offline,5"
"Hitman 3,31.7,Teens,31.35,Mobile,No,Capcom,Valve,2014,Puzzle,Yes,51.6,Low,Poor,Good,""Solid game, but the gameplay is amazing."",Offline,4"
"The Legend of Zelda: Breath of the Wild,34.6,All Ages,45.57,Mobile,No,Capcom,Innersloth,2022,RPG,No,43.5,High,Good,Excellent,""Solid game, but the graphics could be better."",Offline,10"
"Kingdom Hearts III,21.8,All Ages,35.93,Mobile,Yes,Capcom,Activision,2018,RPG,No,9.3,Ultra,Excellent,Good,""Solid game, but the graphics could be better."",Online,4"
"Hades,28.5,Teens,26.03,Xbox,Yes,Rockstar Games,Electronic Arts,2018,Simulation,Yes,51.8,Ultra,Excellent,Excellent,""Great game, but the graphics could be better."",Online,3"
"The Witcher 3: Wild Hunt,20.7,Kids,29.31,PC,No,CD Projekt Red,Electronic Arts,2019,Shooter,No,25.0,High,Excellent,Good,""Disappointing game, but the graphics could be better."",Online,1"
"Super Smash Bros. Ultimate,17.2,Kids,22.45,Nintendo Switch,No,Innersloth,Square Enix,2020,Strategy,Yes,25.4,Medium,Good,Excellent,""Great game, but the gameplay is amazing."",Online,6"
"Animal Crossing: New Horizons,28.4,Kids,48.73,Nintendo Switch,No,Nintendo,Square Enix,2020,Simulation,No,9.2,Ultra,Average,Excellent,""Amazing game, but too many bugs."",Online,10"
"Hitman 3,45.6,Kids,59.94,Nintendo Switch,No,Capcom,Electronic Arts,2014,Action,No,48.9,Ultra,Poor,Good,""Amazing game, but the graphics could be better."",Online,3"
"Hades,28.8,All Ages,23.57,PlayStation,No,Epic Games,Innersloth,2012,Fighting,No,56.4,Medium,Excellent,Poor,""Disappointing game, but the gameplay is amazing."",Online,6"
"Half-Life: Alyx,36.8,Kids,53.1,Xbox,No,Innersloth,Innersloth,2015,Puzzle,No,40.1,Medium,Excellent,Excellent,""Solid game, but the graphics could be better."",Online,10"
"The Witcher 3: Wild Hunt,40.1,Adults,54.93,Nintendo Switch,No,Game Freak,Epic Games,2013,Sports,No,35.7,Ultra,Good,Excellent,""Amazing game, but the gameplay is amazing."",Offline,6"
"Hades,13.9,Adults,23.2,Xbox,Yes,EA Sports,Innersloth,2018,Adventure,No,12.6,Medium,Poor,Average,""Amazing game, but the gameplay is amazing."",Online,1"
"Tekken 7,34.2,All Ages,51.83,Nintendo Switch,Yes,CD Projekt Red,Valve,2015,Shooter,No,25.1,High,Poor,Poor,""Solid game, but the graphics could be better."",Offline,3"
"Hitman 3,21.2,Adults,22.54,PlayStation,Yes,Capcom,Nintendo,2010,Puzzle,Yes,28.7,Medium,Poor,Average,""Solid game, but too many bugs."",Offline,1"
"Minecraft,29.5,Teens,40.31,PC,Yes,Nintendo,Square Enix,2012,Action,No,30.2,Low,Excellent,Poor,""Great game, but the gameplay is amazing."",Online,10"
"Ghost of Tsushima,27.3,Adults,34.31,Xbox,No,Capcom,Epic Games,2014,Adventure,Yes,34.2,High,Good,Good,""Solid game, but the gameplay is amazing."",Offline,1"
"Super Smash Bros. Ultimate,27.0,Adults,28.35,Xbox,Yes,Rockstar Games,Activision,2023,Strategy,Yes,48.9,Medium,Good,Excellent,""Great game, but the gameplay is amazing."",Offline,3"
"Kingdom Hearts III,27.2,All Ages,45.91,Nintendo Switch,No,Game Freak,Square Enix,2017,Strategy,No,17.3,Low,Poor,Average,""Solid game, but the graphics could be better."",Offline,8"
"Minecraft,24.0,Adults,30.92,PlayStation,Yes,Nintendo,Valve,2017,Adventure,No,32.6,Ultra,Average,Poor,""Amazing game, but too many bugs."",Offline,5"
"Fall Guys,29.5,Kids,42.61,Xbox,No,Game Freak,Nintendo,2021,Simulation,No,28.6,Low,Poor,Average,""Disappointing game, but too many bugs."",Online,10"
"Spelunky 2,25.3,Teens,45.73,Nintendo Switch,No,Rockstar Games,Square Enix,2011,Strategy,Yes,12.5,Ultra,Excellent,Poor,""Amazing game, but the gameplay is amazing."",Offline,2"
"Super Smash Bros. Ultimate,31.2,Kids,45.13,PC,No,Nintendo,Activision,2023,Fighting,No,34.5,Ultra,Average,Excellent,""Amazing game, but too many bugs."",Offline,3"
"The Sims 4,46.7,Kids,57.48,Mobile,Yes,Nintendo,Square Enix,2022,Sports,Yes,53.8,Low,Poor,Excellent,""Solid game, but the gameplay is amazing."",Online,3"
"Spelunky 2,35.0,Kids,35.21,Nintendo Switch,No,EA Sports,Capcom,2014,Party,No,54.9,Low,Average,Average,""Disappointing game, but the graphics could be better."",Offline,2"
"The Witcher 3: Wild Hunt,29.3,Teens,49.19,PlayStation,No,Rockstar Games,Epic Games,2020,Action,No,18.4,Ultra,Excellent,Excellent,""Solid game, but the graphics could be better."",Online,1"
"Fortnite,30.3,Teens,46.46,Nintendo Switch,Yes,Innersloth,Capcom,2023,RPG,No,20.1,High,Average,Excellent,""Solid game, but too many bugs."",Offline,7"
"Kingdom Hearts III,31.5,Kids,37.08,PlayStation,No,Innersloth,Take-Two Interactive,2019,RPG,No,43.8,Low,Excellent,Good,""Great game, but too many bugs."",Online,5"
"Half-Life: Alyx,34.4,Adults,47.18,PC,Yes,Capcom,Take-Two Interactive,2012,Fighting,No,35.9,High,Good,Average,""Great game, but the graphics could be better."",Offline,7"
"Animal Crossing: New Horizons,32.2,Teens,59.22,Mobile,No,Innersloth,Electronic Arts,2018,Adventure,Yes,10.2,Medium,Excellent,Poor,""Amazing game, but the gameplay is amazing."",Online,6"
"Fortnite,42.0,Teens,52.47,PC,No,Epic Games,Capcom,2022,Adventure,No,58.0,High,Excellent,Average,""Disappointing game, but the gameplay is amazing."",Online,1"
"Spelunky 2,18.0,All Ages,23.65,PlayStation,Yes,Bungie,Take-Two Interactive,2015,Simulation,Yes,14.0,High,Average,Good,""Solid game, but the graphics could be better."",Offline,8"
"Ghost of Tsushima,32.5,Adults,52.2,Nintendo Switch,No,Bungie,Nintendo,2022,Adventure,Yes,22.8,High,Excellent,Average,""Solid game, but the graphics could be better."",Online,2"
"Sid Meier�۪s Civilization VI,28.0,Adults,51.15,Nintendo Switch,Yes,Innersloth,Take-Two Interactive,2012,RPG,No,13.9,Ultra,Poor,Poor,""Solid game, but the graphics could be better."",Offline,1"
"Tomb Raider (2013),37.4,Adults,57.69,Mobile,Yes,CD Projekt Red,Capcom,2015,Adventure,Yes,33.0,Low,Excellent,Good,""Disappointing game, but too many bugs."",Offline,3"
"Red Dead Redemption 2,40.3,Kids,49.5,PlayStation,Yes,CD Projekt Red,Valve,2015,Shooter,No,58.4,High,Excellent,Poor,""Amazing game, but the graphics could be better."",Offline,10"
"Rocket League,21.2,Adults,26.53,PlayStation,Yes,CD Projekt Red,Take-Two Interactive,2019,Party,No,25.2,Low,Excellent,Poor,""Solid game, but the graphics could be better."",Offline,2"
"Rocket League,47.9,Adults,58.45,PlayStation,Yes,Rockstar Games,Square Enix,2023,Adventure,Yes,55.8,High,Good,Good,""Disappointing game, but the gameplay is amazing."",Online,7"
"Pillars of Eternity II: Deadfire,32.1,All Ages,35.07,PlayStation,No,Bungie,Square Enix,2017,Adventure,Yes,44.8,Ultra,Excellent,Average,""Amazing game, but too many bugs."",Offline,6"
"Super Smash Bros. Ultimate,30.6,Kids,50.22,Nintendo Switch,Yes,CD Projekt Red,Take-Two Interactive,2012,Simulation,Yes,23.4,Low,Excellent,Excellent,""Amazing game, but the graphics could be better."",Online,5"
"Half-Life: Alyx,25.5,Teens,29.0,Mobile,No,CD Projekt Red,Innersloth,2021,Party,Yes,32.5,Medium,Good,Poor,""Amazing game, but too many bugs."",Online,5"
"1000-Piece Puzzle,15.7,All Ages,25.42,PC,Yes,CD Projekt Red,Activision,2023,RPG,Yes,9.9,Ultra,Good,Good,""Great game, but the graphics could be better."",Offline,8"
"Super Smash Bros. Ultimate,29.4,All Ages,55.8,PC,No,Epic Games,Innersloth,2013,Action,Yes,7.1,Medium,Excellent,Poor,""Amazing game, but the graphics could be better."",Offline,4"
"Hitman 3,29.1,Teens,24.63,Nintendo Switch,Yes,Valve,Square Enix,2013,Action,Yes,58.2,Medium,Excellent,Average,""Disappointing game, but the gameplay is amazing."",Offline,6"
"Pok̩mon Scarlet & Violet,33.3,Teens,38.06,Xbox,No,Epic Games,Take-Two Interactive,2021,Action,No,42.6,Low,Average,Poor,""Amazing game, but the graphics could be better."",Offline,8"
"Portal 2,24.9,Kids,24.41,Mobile,No,Innersloth,Epic Games,2011,RPG,Yes,42.8,Low,Poor,Excellent,""Great game, but the gameplay is amazing."",Online,4"
"Super Mario Odyssey,29.4,Teens,25.13,Xbox,Yes,Nintendo,Capcom,2016,Sports,Yes,54.3,Medium,Excellent,Average,""Great game, but the gameplay is amazing."",Offline,7"
"Stardew Valley,25.8,Kids,48.21,Xbox,No,Capcom,Electronic Arts,2017,Strategy,Yes,11.5,Ultra,Poor,Poor,""Disappointing game, but too many bugs."",Offline,10"
"Animal Crossing: New Horizons,28.8,Teens,24.58,Xbox,Yes,Valve,Capcom,2019,Adventure,No,58.3,Ultra,Excellent,Excellent,""Disappointing game, but too many bugs."",Offline,4"
"Red Dead Redemption 2,44.5,Teens,58.29,Nintendo Switch,Yes,EA Sports,Epic Games,2023,Simulation,Yes,51.1,Ultra,Average,Average,""Great game, but the graphics could be better."",Online,4"
"Half-Life: Alyx,37.2,All Ages,46.64,PC,No,Nintendo,Capcom,2019,RPG,Yes,39.7,Medium,Average,Average,""Amazing game, but the graphics could be better."",Offline,7"
"Halo Infinite,35.3,Teens,41.5,PC,Yes,CD Projekt Red,Square Enix,2014,Party,No,42.0,Medium,Good,Excellent,""Disappointing game, but too many bugs."",Offline,4"
"The Legend of Zelda: Breath of the Wild,35.9,Kids,41.35,PlayStation,No,EA Sports,Nintendo,2019,Action,Yes,51.2,High,Average,Good,""Solid game, but the gameplay is amazing."",Online,7"
"Tomb Raider (2013),39.1,Teens,48.1,PlayStation,No,EA Sports,Nintendo,2012,Adventure,Yes,49.4,Ultra,Good,Excellent,""Disappointing game, but the graphics could be better."",Online,2"
"Hitman 3,31.5,Teens,31.22,PC,Yes,Game Freak,Capcom,2017,Sports,Yes,48.4,Medium,Poor,Poor,""Solid game, but the gameplay is amazing."",Online,5"
"Kingdom Hearts III,24.2,All Ages,33.1,Mobile,Yes,EA Sports,Innersloth,2021,Simulation,Yes,28.1,Medium,Excellent,Average,""Disappointing game, but the graphics could be better."",Online,1"
"Minecraft,31.4,Kids,53.77,Nintendo Switch,No,Game Freak,Electronic Arts,2016,Fighting,No,9.7,Low,Poor,Excellent,""Amazing game, but the graphics could be better."",Online,8"
"The Legend of Zelda: Breath of the Wild,33.3,Teens,59.78,Nintendo Switch,No,EA Sports,Square Enix,2015,RPG,No,13.4,High,Average,Average,""Amazing game, but the gameplay is amazing."",Offline,5"
"Fortnite,26.1,All Ages,43.93,Mobile,No,Game Freak,Capcom,2020,Puzzle,No,15.5,Low,Average,Excellent,""Great game, but too many bugs."",Online,10"
"Super Mario Odyssey,22.8,Teens,23.49,Mobile,No,CD Projekt Red,Innersloth,2010,Adventure,Yes,30.3,Low,Average,Poor,""Disappointing game, but the gameplay is amazing."",Offline,6"
"Bioshock Infinite,32.5,Teens,49.56,PlayStation,Yes,Bungie,Square Enix,2010,Puzzle,No,23.6,Low,Average,Average,""Solid game, but too many bugs."",Offline,10"
"Red Dead Redemption 2,29.7,Adults,27.62,Nintendo Switch,Yes,Innersloth,Innersloth,2018,Fighting,No,58.4,High,Excellent,Good,""Amazing game, but the graphics could be better."",Offline,1"
"Animal Crossing: New Horizons,27.7,Kids,33.54,PC,No,Innersloth,Nintendo,2014,Simulation,No,35.7,Low,Poor,Excellent,""Great game, but the gameplay is amazing."",Offline,3"
"Portal 2,32.8,All Ages,48.02,Xbox,Yes,Game Freak,Innersloth,2013,Sports,No,27.5,Ultra,Poor,Good,""Disappointing game, but the graphics could be better."",Offline,5"
"Cuphead,39.1,Teens,48.99,PC,No,Game Freak,Nintendo,2018,Sports,No,51.0,Ultra,Good,Good,""Great game, but the gameplay is amazing."",Offline,3"
"Call of Duty: Modern Warfare 2,29.7,All Ages,45.6,Nintendo Switch,No,Bungie,Square Enix,2021,Adventure,Yes,29.5,High,Good,Good,""Solid game, but the graphics could be better."",Online,7"
"The Elder Scrolls V: Skyrim,26.7,Teens,29.81,Mobile,Yes,Nintendo,Square Enix,2023,RPG,No,32.9,High,Poor,Average,""Solid game, but the graphics could be better."",Offline,3"
"Street Fighter V,18.1,Kids,24.61,Xbox,No,Capcom,Capcom,2023,Adventure,No,18.1,Ultra,Good,Poor,""Disappointing game, but the gameplay is amazing."",Offline,1"
"Bioshock Infinite,25.3,Kids,22.89,Mobile,Yes,Nintendo,Nintendo,2013,Shooter,No,50.0,Medium,Excellent,Average,""Amazing game, but too many bugs."",Online,10"
"Counter-Strike: Global Offensive,28.8,All Ages,22.75,Nintendo Switch,No,Game Freak,Capcom,2013,Simulation,Yes,57.0,High,Good,Poor,""Amazing game, but too many bugs."",Online,6"
"Counter-Strike: Global Offensive,17.8,Kids,30.25,Xbox,Yes,CD Projekt Red,Valve,2013,Adventure,Yes,7.5,High,Average,Excellent,""Great game, but too many bugs."",Online,10"
"Pok̩mon Scarlet & Violet,28.2,Adults,44.69,PC,No,EA Sports,Nintendo,2014,Puzzle,Yes,21.3,Ultra,Poor,Excellent,""Great game, but the graphics could be better."",Online,4"
